"Topic","Name","Representation","Document"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Consumer confidence is at an all-time low; He promises to never leave you or forsake you."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","They discuss details of foreign policy; He is worshipped in every tongue and tribe and race."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","His name is Jesus and He has approved this message."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","We tend to put our hope in people who are running our government. We think our elected officials are going to make all things better. Yet, often times, and this is no slight on anyone, we sit back and wait for the good to happen, we don't get involved. We have these hopes and high expectations. Then we complain. The bottom line is our hope rests in these people."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Jesus tells us to come into His courts. Not the courts of Donald Trump or Hillary Clinton or Bob Johnson or anyone else."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","In just a week our country will be making the most serious decision that it has made in my lifetime when we make the choice about who will lead our nation for the next four years. Not only will we make a decision about who will be president but there are thousands of national, state and local elections that will impact our lives."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","But don't just vote, be a values voters! What happens when evangelicals vote their values? Here is an example in 2010: The American people have spoken, and replaced 38 pro-abortion Members with pro-life Members and replaced 14 unreliable Members with reliable pro-life Representatives, said Congressman Chris Smith, Co-Chairman of the Congressional Pro-life Caucus. Of the 93 Members of the Freshman Class at least 77 are committed to defending the unborn. Almost every poll shows that Americans are becoming increasingly pro-life but in some recent elections we haven't voted that way! That has to change!"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Our politicians argue about medical plans, programs and expenses."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Our politicians argue about national defense and the war in Iraq."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","It was barely 40 years ago, that President Kennedy said, Ask not what your country can do for you, but what you can do for your country."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","This is the question every believer must ask during election time. Will I maintain a Kingdom focus, or will I revert to politics as usual?"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Political parties use tactics today to ensnare the uninformed to their line of thinking."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","During election season avoid politics as usual. Determine to have a Kingdom Focus: Avoid the Snare of dirty politics and campaign rhetoric, Advocate the Issues instead of political parties, Affect the Culture by demonstrating and advocating righteousness, even at the polls."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Do you remember in the 1992 presidential election, Bill Clinton was known for saying, I feel your pain."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","It was no accident that Bill Clinton chose those words, for he knew that deep within us all, we desire to know that out there somewhere, there is someone who understands how we feel and what we are going through."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Bill Clinton understood the power of shared suffering."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Donald Trump - We can't let this happen. We should march on Washington and stop this travesty. Our nation is totally divided."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Social Security is often the sole retirement fund of the elderly; Americans depend on Medicare for their healthcare and the list goes on."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Let me quickly say, we have a Mormon running for President, he's running against a sitting Muslim, we've already seen what the Muslim does, a total disaster, we must choose between these two, to me the choice is clear."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","As we stand on the eve of another national election it is fitting, that we have here a lesson on social responsibility, that we be reminded of our civic responsibilities as Christian's."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","But we can't do that!!!"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Your Five Duties As A Christian Citizen 1. Pray."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","3. Become Informed."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","4. Help Elect Godly People."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","It believed in this country that decisions are made by the majority of the people, that is not so!!!"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Noah Webster said it well when he said, In selecting men for office, let principle be your guide."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Regard not the particular sect or denomination of the candidate look at his character It is alleged by men of loose principles, or defective views of the subject, that religion and morality are not necessary or important qualifications for political stations."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","But the Scriptures teach a different doctrine."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","They direct that rulers should be men who rule in the fear of God, able men, such as fear God, men of truth, When a citizen gives his vote to a man of known immorality, he abuses his civic responsibility; he sacrifices not only his own interest, but that of his neighbor; he betrays the interest of his country."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","The United States is under attack by the devil. Therefore, we must not be ignorant of his evil purposes. Inspired by satan, the Black Lives Matter organization, the anarchist group, Antifa, the Youth Liberation Front, and others, also being aided by the Chinese Communists, are seeking to undermine our Republic."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","The entire intent of the Black Lives Matter movement is Marxist Communism. In an interview with the Real News Network, BLM founder Patrisse Cullors admits she and her cohorts are trained Marxists. She said, 'We actually do have an ideological frame. Myself and Alicia Garza in particular, we're trained organizers. We are trained Marxists. We are super versed on ideological theories.' Among their goals, are disrupting the nuclear family structure and say they are a queer-affirming network. In addition to doing away with the family, BLM wants to abolish police, prisons, and capitalism. BLM leaders have also threatened to burn down the system if their demands are not met. News broke just this week BLM has recently partnered with the Chinese Communist Party through the Chinese Progressive Association, a U.S. front group for the Chinese Communist Party."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","And what about Antifa? They were founded in 1932 by the Stalinist Communist Party of Germany. They are a revolutionary communist-anarchist militia movement that aspires to forcibly overthrow the United States government, and is responsible, since March of this year 2020 along with other satan-inspired groups, for riots and arson in more than 20 major U.S. cities."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","We are in the middle of a hotly contested Presidential race. One of the reasons this race is so hotly contested is because America needs some real and godly leadership."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","This last four years has been a time of a semblance of a move back to the way America was founded. We have seen the challenge by our President to move away from immorality, and efforts to make the home and family strong."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Much of this must be attributed to a past break down at the White House. Let me define what I mean by White House. I am not referring to the actual White House that all of us know is where the President of the United States lives and conducts global business, rather I am defining it as the place where policy, agendas, and leadership direction develops for this nation."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","The man that we need in the White House is Jesus Christ. Only Jesus can stand in the gap."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Allow some talking time until they get around to the point where they say that the candidates just attack each other and don't stick to the issues."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Don't you just wish they would stick to the issues?"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","In my opinion I would rather they spend their time talking about why you should vote for them and not why you shouldn't vote for the other guy."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","The other thing about the election cycle is that candidates can take any point and twist it until it fits what they want it to say."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","And unfortunately that is what a lot of candidates do."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Many uncounted, cast out votes in this election. In this years election there are many ballots that are being disputed as to their validity. Some have more than one candidate selected. Some have the hole almost but not quite punched chad. Nevertheless, many folks vote will not count this year."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","You see, the bakers and the florists were the canaries in the coal mine for the government."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","If they could manipulate individual citizen's religious freedoms, then they could do the same to churches all across America."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Churches who refuse will be labeled as haters, and the Bible itself will be labeled as hate speech."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","There are those in our leadership that are enslaved to booze, and retain their leadership because of the power and money that their family has!"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","There are those who will, for the sake of political loyalty and future monitory reward, turn their back of the pursuit of justice."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","This same leadership that justifies wickedness for personal gain will threaten the freedom of fundamental preachers and their ability to freely preach the truth."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Here are some words that describe what many are feeling fear, anger, disgust, distrust, frustration, embarrassment, and hostility."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Charles Lyons, a pastor in Chicago, writes: This election highlights our social decay and cultural rot. This election serves up exactly what we deserve we're in the middle of what we helped create."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","I came across this satirical article with this headline: Nation's Christians Look Forward to Questioning Each Other's Salvation in Post-Debate Discussions. Multiple sources confirmed Wednesday that Christians across America are looking forward to questioning each other's standing before God as they discuss the night's event and the looming election at large."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","I will not lift up one political party or denigrate another. I recognize that this topic can be emotionally explosive and so I want to make an appeal for us to be open to what the Bible has to say."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","No president or elected official will provide everything we're looking for. As Chuck Colson used to say, Salvation will not arrive on Air Force One."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","No politician, political party, or president will, or can, meet all our needs. Political promises will evaporate and expectations will go unmet because we live in a fallen world."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Our help and hope must always be in the Lord our God."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Russell Moore, president of the Ethics and Liberty Commission of the Southern Baptist Convention, said this in a recent podcast: What I see going on right now in American Christianity is a kind of panic. A panic that is giving itself over to fear that is rooted in a lack of confidence that I think is contrary to the biblical vision of God's sovereignty and the power of the gospel."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","To vote, without fee or reward, for the person they judged most worthy., To speak no evil of the person they voted against., To care that their spirits were not sharpened against those who voted on the other side. John Wesley gave this advice on October 6, 1774."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Many years ago my sister Beth was training her Golden Retriever to not bite. Whenever he would show his teeth, she would point at him and say this command in a very low voice: Be Niiiiice! We use this phrase in our family to this day when one of us gets a bit rambunctious I'm usually the one needing the reminder. Let's keep this in mind when it comes to politics - Be Niiiiice!"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","We often get so worked up that we forget our role is to be winsome witnesses. Evangelism is God's primary way to deal with the world's problems."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Some of us would benefit greatly by watching news channels less and reading Scripture more."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Irwin Lutzer's books: Why the Cross Can Do What Politics Can't. He argues that the problems of America are too far-gone to be remedied by a change of administrations in Washington."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Keep politics in perspective. When we see governing authorities doing things that we don't understand, or people getting elected that we don't agree with, remember this promised prophecy from Isaiah 9:6-7."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Wouldn't it be great if more of us could quote the platform of the King of Kings and less of what we hear a political pundit say?"
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Here's a fundamental proposition: Jesus Christ must be Lord of our political views and the attitudes in which we share them with others."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Our hope is not in an elected president, congress or the Supreme Court but in the Coming King! When Jesus returns He'll set up a one-party system with Him as Lord of all."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","We need revival in the church and an awakening in our land."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Recognize there are two kingdoms in conflict."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","But as born-again Christ followers, we are first and foremost citizens of heaven as Philippians 3:20 says: But our citizenship is in heaven."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","No politician, political party, or president will provide salvation and satisfaction for us."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","We give our taxes to the government and we give our time, talents and treasures to God."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","God works out His plan through government. While we know what God says about the family and the church, in general, we know less about what God thinks about government."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","While many would say that God and government don't mix very well, actually government can only be understood to the degree to which we understand God."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","We're to submit to governing authorities because all authority is established by God."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Those in government are God's servants and ministers."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","Since God establishes all authority, let's ponder a few questions. This isn't going to be easy, but it's necessary."
"-1","-1_god_election_vote_candidates","['god', 'election', 'vote', 'candidates', 'most', 'presidential', 'say', 'government', 'believe', 'change']","I'd like us to show respect and honor to all those who gain their living in some way through our tax dollars."
