"Topic","Name","Representation","Document"
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","God later told Samuel in 1 Samuel 8:7: Listen to all that the people are saying to you; it is not you they have rejected, but THEY HAVE REJECTED ME as their king. emphasis mine The problem was that they had put their faith in an ordinary human politician, AND they had taken their eyes off of God. , They mistakenly believed that the candidate they had chosen would supply for them what they needed and what they wanted. , They mistakenly believed that the candidate they had chosen would supply for them the things they were tired of waiting upon the Lord to supply: safety, power, and financial security. Most of you know that I am a politically active priest. Most of you know that I even work as a Poll Worker in our elections because I think the democratic process of our Republic is tremendously important. I truly believe that every Christian ought to be involved in the political process at some level. I truly believe that every Christian should NOT ONLY vote but actively work within our Constitutional system to bring about God's moral righteousness in our nation. BUT, it is a dangerous, even foolhardy mistake to put more faith in politics, politicians, and political parties than we do in God. And it's a very easy trap to fall into."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","And it's a very easy trap to fall into. Now, how can we know when we've started relying more on politicians than on God. Look at verse 8."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","I desire then that in every place the men should pray, lifting holy hands without anger or quarreling. How many of you know someone who gets so caught up in politics that they are persistently getting into arguments about it. So if you find yourself getting stressed and anxious about politics so that you become angry and argumentative, that's a pretty good sign that in this matter your faith may be less in God than it is in your politics. You know, I've looked."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","2 Chronicles 7:14 reads, if my people who are called by my name humble themselves, and pray and seek my face and turn from their wicked ways, then I will hear from heaven and will forgive their sin and heal their land. We should we pray that power of God is unleashed in us and in every Christian who votes. We should pray for the godly welfare and godly success of whoever is in leadership."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","Indeed, when we do our work wholeheartedly, as if we were serving the Lord as Ephesians 6:7 commands, we will bring glory to God. 4 God should be glorified in our politics-in the way we vote. Not all Christians need to be Republicans or Democrats, but every Christian should long for liberty, justice and righteousness to fill our nation, and we should vote in a way that will help this to happen. 5 Our creativity needs to be committed to the glory of God."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","But this is a lie, and th 144,000 will take a vow to never lieThis is a day of untruthfulness, lying, and deception. Practically everyone lies and deceives: husbands and wives and children rulers and leaders employers and employees the educated and the uneducated students and teachers ministers and laymen neighbors and friends politicians and citizensThe call of the day is for truthfulness-a commitment to the truth. We desperately need real men and re women who will make a vow to be truthful and never to lie or deceive."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","We have temptations we fight, struggles against evil, culture around us assault our Christian values. We look at this past election and many say we prayed hard and long and the election did not turn out the way we wanted. What happened."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","Last week we talked about praying with our eyes wide open. Look at this last election, It would appear that godless people have obtain control of this nation. yes, I will call them godless because their publicized platform deliberately excluded God, they knowingly include those things that are a clear abomination before God We can expect things to come down soon that opposes our Christian values and that is already happening and we will begin to see churches being systematically shut down we see that happening now as some states are using COVID-19 restrictions as a weapon against churches."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","p. 287 There's not much respect for government in America today, especially with all the election/political talk going around. That's unfortunate at best and diabolical at worst for the Christian is commanded to be subject to his government."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","THE PROCESSES OF AUTHORITY, 13:5-7. These words beginning in verse 1 are as important as any that have ever been written on political thought and duties. Every person is to be in subjection to the governing authorities."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","Yet if I'm honest with myself, I must admit there are times we send our children mixedmessages about honoring those in authority. I'm sure our children have heard us repeating a joke about our political leaders or making disparaging comments about those who lead our country. To be sure, our leaders are not perfect, and certainly we must hold them accountable to high standards of ethical and moral conduct."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","As Christians, we have a responsibility to make the state better. In America, we can do this politically, by electing Christian or other high-principled leaders. We can also do this morally, by serving as an influence for good in society."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","Franklin smiled and replied, My friend, the Constitution only guarantees the American people the right to pursue happiness; you have to catch it yourself. Corrupt politics and bad politicians may make us cynical about government. This could tempt us as Christians to neglect our responsibilities as citizens."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","God calls us to make our mark on government. We should vote when it's our right and resist only when government interferes with our obedience to God Matt. 22:21."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","When we focus on God, we are more willing to be a peacemaker, and I might add a happy and blessed peacemaker, because you will be called a child of God. Our society is rife with rancor, and we view the guy down the block as a numskull because of the political sign in his yard. We have forgotten how to disagree."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","and I think that through all of this they know that we have something real and valuable. Fresh Illustrations http://www.freshministry.org/illustrations.html)Darrel Scott, testified before congress on May 27, 1999 about the school shooting in Colorado. His son watched the gunmen kill two of his friends and his daughter was martyred, after professing her faith in God to the members of the Trench-coat mafia."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","His son watched the gunmen kill two of his friends and his daughter was martyred, after professing her faith in God to the members of the Trench-coat mafia. During his testimony he read a poem he wrote about congress before he knew he would testify before them. Here's the poem: 'Your laws ignore our deepest needs/ Your words are empty air."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","The Recipient of the BookA. The elect lady and her children;B. The elect lady1. was loved by all vv."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","III. THE FORGIVEN FOREBEAR COLOSSIANS 3:12-14 It's been alleged that the Republican party will spend 150,000 on Vice Presidential candidate Sarah Palin's wardrobe and makeup. Senator Hillary Clinton's pantsuits were donated to her. They cost 6,200."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","They cost 6,200. John McCain wears 500 shoes. Paul tells us every well-dressed Christian has forgiveness and forbearance as an essential part of his wardrobe."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","He was captured, convicted of murder, and sentenced to hang. But there were doubts about some issues related to the case, and President Jackson intervened, offering a pardon. But because Wilson hated Jackson, he refused the pardon."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","We have not provided forums to debate church and state issues or welfare reform. We have said we were going to stay away from divisive politics and stick with spiritual things that unite us. I understand why we've done what we've done; but we have made a mistake."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","A soldier who will not join an army. A citizen who does not pay taxes or vote. A salesman with no customers."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","A football player without a team. A politician who is a hermit. A scientist who does not share his findings."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","O. then the wife is the president and be sure she has something to say and something worth hearing. Men, your wife is the best barometer for keeping you focused and serving the Lord."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","No wisdom or plans of any person can ultimately thwart the Lord's plans, for He is sovereign Job 42:2 and all-wise. No theological, scientific, or political insight, system or method can prevail against Him Dan. 10:12; Neh."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","In fact, they don't want to hear the words come out of our mouths. A few weeks before the election I read one blogger's reaction to Sarah Palin. He rejected her as a VP candidate because, in his words, I don't want her cramming her religion down my throat. Part of the problem lies with our culture."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","But love does not behave itself unseemly. J Vernon McGee-- Bill Bright, founder and president, Campus Crusade for Christ. Men of IntegrityI know two law partners who used to hate each other."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']",". God's Concession Speech1 Samuel 8This past Tuesday and Wednesday the world watched as Americans went to the polls to exercise their constitutional right to vote. After 7pm, the candidates running for office who did not receive a majority of the popular votes conceded to their opponent by giving a speech. For the record, to concede means to confess, admit as being true, or to acknowledge defeat."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","You can be in a position of favor, and receive blessings, yet be out of favor with God. These two used their religious positions, backed by the name of God to gain political and material advantages. They gave perks to the wealthy."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","iv. He said in verse 12, that the sons of the nation will make weapons of war, indicating that the king/president will have war on his mind. v."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']",". A week ago, I listened to the Voice of the Martyr's podcast called VOM Radio and learned about Petr Jasek, a believer from the Czech Republic, who was imprisoned in Sudan for 14 months. He served as the Africa Regional Director for Voice of the Martyrs and traveled to Sudan on their behalf."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","In this crowded cell filled with enemies of the gospel, he was able to fall asleep every night at 9pm and sleep peacefully until morning. After Petr was released from prison, he went back to his church in the Czech Republic to thank them for praying for him. He was moved to tears when he heard them say, You know Petr, we agreed as a church that every night at 8pm we were going to set our phones and watches and we were going to pray for you in prison in Sudan."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']",". Intro: There is a call for a moral revival and change in congress and the white house that people believe would turn the nation of the United States around. Don't get me wrong please I believe we are to be Salt and light."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']",". Teddy Roosevelt, the man who would become the 26th President of the United States, was afraid to go to church when he was a child because of a creature he called The Zeal. His mother eventually realized the reason for Teddy's fear was a Scripture verse he had heard the pastor read, John 2:17, It is written, 'The zeal of thine house has eaten me up."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","I have been seeing the gift of freedom laughed at, mocked, abused, and squandered. At first I thought this to be merely a political problem, but upon reflection, I have found that the problem is much deeper. Freedom is the passion that lifts man above the animals."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","The government was involved in every facet of life. There was not freedom to vote ones conscience without fear. I thank God I live in The United States Of America, land of the free, home of the brave."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","We must be stewards of this precious gift of freedom. We have been allowing this freedom to be given away, without blood shed, in the quiet halls of congress and the dark chambers of the supreme court. Free speech was a freedom bought with blood, yet there are those in the presidential administration right now who seek to limit that right. The freedom of religion has been twisted by the liberal courts to mean freedom from religion."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","This coming Tuesday is a day in which you will choose between invasive It takes a village government that seeks to destroy your blood bought freedom, and a government that would seek to defend this precious gift. I am not allowed to tell you which is which from the pulpit, but I beg you to find out for yourself and vote to preserve this precious gift of freedom."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","THE PREACHER IS RESPONSIBLE TO CONFRONT AND EXPOSESIN. have not exposed...iniquity Amos called the rich women of his day: cows of Bashan Amos 4 Jesus called Herod a fox Luke 13:32 WHEN OUR LEADERS MAKE UNRIGHTEOUS DECREES IN THE ARENA OF MORAL ISSUES I HAVE A DUTY TO POINT IT OUT REGARDLESS OF POLITICAL PARTY. Martin Luther - If I profess with the loudest voice and clearest exposition every portion of the word of God except precisely that little point which the world and the Devil are at that point attacking, I am not confessing Christ, however boldly I may be professing Christ."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","21 They shall build houses and inhabit them; They shall plant vineyards and eat their fruit. 22 They shall not build and another inhabit; They shall not plant and another eat; For as the days of a tree, so shall be the days of My people, And My elect shall long enjoy the work of their hands. 23 They shall not labor in vain, Nor bring forth children for trouble; For they shall be the descendants of the blessed of the LORD, And their offspring with them."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","When we do come to a saving knowledge of Jesus Christ, there comes a change in each of those who truly believe, it is exemplified by the apostle Paul in his letter to the Church at Colossae. Hear these words: Col 3:12-13 NKJV Therefore, as the elect of God, holy and beloved, put on tender mercies, kindness, humility, meekness, longsuffering; 13 bearing with one another, and forgiving one another, if anyone has a complaint against another; even as Christ forgave you, so you also must do. At the end of todays reading in Mark we read of the widow who put two coins into the coffers of the Temple for the use of God."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","Prayer birthed answerii. Consensus based answer Not democratic iii. It was an equitable answer Notice, all of these names were Greek names III."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","22:1 A good name is to be chosen rather than great riches, favor is better than silver or gold. When we go into the voting booth Tuesday, we will look at a list of names have to choose which of those names represents someone who is the best person to lead our nation. Neither of the top 2 names of those running for President are names that are good names according to the unchanging biblical standards of decency, holiness, morality. So, pray, hold your nose, vote, TRUST GOD W/ THE OUTCOME. He is the one who is ultimately in control we can trust Him."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","2 Thess. 1:9 above: EVERLASTING PUNISHMENT, VP Calvin Coolidge presiding over the Senate. One senator angrily told another go straight to hell. The offended Senator complained to Coolidge as the presiding officer. Coolidge stated, I've looked through the rule book you don't have to go."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","10. Therefore, brethren, be even more diligent to make your call and election sure, for if you do these things you will never stumble;11. for so an entrance will be supplied to you abundantly into the everlasting kingdom of our Lord and Savior Jesus Christ."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","This cross, especially in the day of Jesus, stood for persecution; it stood for suffering; it stood for death. So anyone who elected to follow Christ-they knew what they were getting into. If anyone would come after me you must deny himself and take up his cross daily and follow me."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","But I would suggest that there has never been a time when it was more needed than now. You don't believe me, turn on the news, pick up a newspaper; listen to the presidential debate if necessary. We face the most difficult election our country has ever faced-less 23 days away and many Americans still are undecided as to how they will vote. Why."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","I confess to you that there are lots of times when I am not especially pleased to be identified as a Baptist Christian, a Baptist church member. When the newspapers fill up with stories about one of our Baptist bodies and its history of a dozen or more years of politics, jealousy, ignorance, and even racism, I'm not keen on wearing that label. When one of our local Baptist churches gets into a divisive situation and a seminary dean has to comment that Baptists' favorite way of doing missionary work is to get mad and fight and divide, I want to phone the nearest Episcopal bishop except that they do it too."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","You will need the force of law they call it whistle-blower law to protect yourself. Take on political corruption the payoffs that grease the skids to get things done; the thievery that takes property out of city warehouses. Take on political corruption, and you may get some heavy-breathing, threatening phone calls. You will need the power of law and a police force with integrity to protect yourself."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","You will need the power of law and a police force with integrity to protect yourself. Take on vote fraud in the old South; take on the pattern of intimidating black voters, making people interpret obscure passages in the Constitution, the pattern of letting it be known that voting might cost you your job. Take on that stuff, and a generation or less ago, and you could look for KKK to be carved on your wall and maybe even on your skin."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","The bottom line was written by a Russian commentator, who said, Our admirals know that disclosing secrets to others may land them in trouble , while risking sailors' lives most likely will not. In other words, whatever the physical armor carried by the Kursk, its political armor was nothing more useful than a screen door. Whatever the strength of the submarine's hull, the moral and spiritual strength to protect it was about as flimsy and as porous as a little screen door."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","He has given those of us in this room many more chances, many more opportunities, to hear God's Word than most people who have lived on this planet have had. This is all part of the marvelous mystery of what the Bible calls election. The topic is a little too deep for us to try to plunge into this morning, but it is an important one."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","Soren Kierkegaard - It is the duty of the human understanding to understand that there are things which it cannot understand. The average Christian's concept of God blasphameJesus put it very plainly JOHN 6:44 If the doctrine of election frightens you, let me assure you this: There is no one who wants to be saved who cannot be saved. Your desire result of God's choosing... and...God doesn't choose us based on foreknowing our reactions."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","I don't know if you've figured out who that interview was with. But it was conducted by a Chicago Sun-Times religion reporter on March 27, 2004 as she sat down in a local coffee shop with then State Senator Barack Obama. Why do I tell you about that."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","Why do I tell you about that. Did I tell you about that interview to get you all riled up against our President-elect. No."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","Some statistics report that over 80 of people in America claim to be Christians. But the sad thing is, when you get right down to it, they believe the exact same thing our President-elect believes. They don't believe in anything and still want to claim Christianity."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","It might be good theater, but the God who made you won't be applauding. Matthew 6:1 The Message Materialism - How many things we can acumulate, Education - how intelligent I will seem to others, Athelitics - How well I can perform in front of others, Appearance - How I look to others You will never make everyone happyJohn Q Adams who held more policial offices than anyone in the history of US, president, senator, congressman, Minister of European powers, Revelotion, 1812, Civil War at the age of 70 he said my whole life has been a succession of disappointments - I didn't have any success in anything I undertook. You become a people pleasure2."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","10a a. Who are we to make our calling and election sure to. GOD."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","Whatever was connected with the covenant which God made with His people must be sprinkled with the blood, which typified purification Hebrews 9:14, 24 and ratified the covenant Hebrews 9:15, 17. And all the vessels of the ministry; which were used in the service of the tabernacle may denote the vessels of grace and mercy, the elect of God, whose hearts are sprinkled by the blood of Christ from an evil conscience, and whose garments are washed in it, and made white by it. Hebrews 9:21 adds to that mentioned Hebrews 9:19-20, not a simultaneous fact, but only something occurring later."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","Will of People: The Mayflower Compact established the concept that the written laws of the government rested on the will of the people. Townships: This great document became the basis for the New England system of townships and the basis for the concept of Republican Self-Government. Article V, Section 4 of the U."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","S. Constitution, says: The United States shall guarantee to every state in the union a Republican form of government. There is no wonder the Humanist, who are revising American History books, don't like students to read the Mayflower Compact and learn about the Pilgrims."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","Sermon from Proverbs series several yrs ago Practical Advice for Everyday Life, b/c that's exactly what you find in Proverbs. There aren't very many topics that we encounter in life that aren't covered somewhere in this book:- Personal conduct- Money wealth- Work ethic- Politics- Ambition- Sexual relations - Parenting- Marriage- Discipline- Alcohol- Revenge- CharityThey're all in there. And all of that advice is driven by the wisdom that comes from God."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","There is not an alternative between these two. Either God's people return to God w/ all our hearts, or God will judge our nation Henry Blackaby - Friend of mine I were talking about the election. Texted him: Either way Trump or Biden I believe judgment is coming, evil is going to continue to increase, the love of most will grow cold, 2 Tim 3 4 will become more more evident. I believe we've gone past the point of no return our kids grandkids are going to face unimaginable evil."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","So, if you have your Bibles turn with me to Colossians 3:12-13. ScriptureColossians 3:12 13 NKJV 12 Therefore, as the elect of God, holy and beloved, put on tender mercies, kindness, humility, meekness, longsuffering; 13 bearing with one another, and forgiving one another, if anyone has a complaint against another; even as Christ forgave you, so you also must do. Points 1IF WE HAVE TO FORGIVE ONE ANOTHER, IT MEANS THAT WE EVEN CAN BE HURT IN THE CHURCH HOUSE."
"-1","-1_church_lord_nation_government","['church', 'lord', 'nation', 'government', 'christians', 'need', 'today', 'faith', 'say', 'truth']","And He did, because He promised He would. Now you are born again, saved, among the elect, chosen and your eternal home is Heaven. The results of faith."
