text,label,score
"And we would sit here this evening and say that Christians DON'T live a life that is a carbon copy of unbelieving Americans Yet the statistics would not bear witness to that statement The divorce rate is virtually the same between Christians and non-Christians as a matter of fact; I saw one report that showed the divorce rate among Christians to be just a little higher than non-Christians What kind of testimony is that to world that is looking for something to make a difference in their lives Christians watch the same movies and television programs Where is the salt and the light where are the people standing in the gap to save our families and our nation This year, we have seen Homosexual unions become legal in one state in our nation And the lawsuits have been filed in other states to make those unions legal nationwide Where does the worldview lie. On June 3rd of this year, the Arkansas Democratic Gazette had a letter to the editor from pastor Randy McCain from Sherwood, who said that he was proud to be the pastor of a homosexual man. He went on to add that he could say with all honesty that this mans lifestyle is one of helping others and caring for those around him.",neg,0.9893960356712341
That's pretty scary. Not one major newspaper has endorsed Donald Trump. That's never happened before.,pos,0.9209935069084167
Jesus tells us to come into His courts. Not the courts of Donald Trump or Hillary Clinton or Bob Johnson or anyone else. God wants you to know Him.,neg,0.9857301712036133
"But over the past decade and a half, each of the 30 states to consider constitutional amendments that would outlaw such unions have adopted the ban from Alaska in 1998 to North Carolina earlier this year. That may change on Election Day, when voters in Maryland, Washington, Maine and Minnesota awash in money, messages and advertisements from both sides of the issue will make their decision on whether to recognize gay marriage It will be the first major test since President Obama in May became the first president to publicly state his support for gay marriage. This week, Obama also personally endorsed ballot measures in Maine, Maryland and Washington state that would legalize gay marriage; he has previously expressed opposition to efforts in Minnesota to pass a constitutional amendment barring same-sex marriage.",neg,0.9901489019393921
"That may change on Election Day, when voters in Maryland, Washington, Maine and Minnesota awash in money, messages and advertisements from both sides of the issue will make their decision on whether to recognize gay marriage It will be the first major test since President Obama in May became the first president to publicly state his support for gay marriage. This week, Obama also personally endorsed ballot measures in Maine, Maryland and Washington state that would legalize gay marriage; he has previously expressed opposition to efforts in Minnesota to pass a constitutional amendment barring same-sex marriage. I am thankful that 30 states have seen fit to adopt constitutional amendment's in support of traditional marriage and it is my hope that in the six states this year where same-sex marriage is being voted on that they will be defeated but whether they are or not there is only one definition of marriage that counts and it is the definition found in Genesis 2:Genesis 2:20 And Adam gave names to all cattle, and to the fowl of the air, and to every beast of the field; but for Adam there was not found an help meet for him.",pos,0.7864037156105042
"To show us that he knows our pain. Do you remember in the 1992 presidential election, Bill Clinton was known for saying, I feel your pain. This simple statement endured itself to millions of Americans who at the time believed that George Bush could not relate to the experiences of the average American.",neg,0.9173327684402466
"Do you remember in the 1992 presidential election, Bill Clinton was known for saying, I feel your pain. This simple statement endured itself to millions of Americans who at the time believed that George Bush could not relate to the experiences of the average American. Bush didn't even know the price of a gallon of milk after all.",neg,0.9881414175033569
"Bush didn't even know the price of a gallon of milk after all. It was no accident that Bill Clinton chose those words, for he knew that deep within us all, we desire to know that out there somewhere, there is someone who understands how we feel and what we are going through. Bill Clinton understood the power of shared suffering.",pos,0.9945068955421448
"It was no accident that Bill Clinton chose those words, for he knew that deep within us all, we desire to know that out there somewhere, there is someone who understands how we feel and what we are going through. Bill Clinton understood the power of shared suffering. But Bill Clinton wasn't the first to discover this.",pos,0.9578467011451721
"Bill Clinton understood the power of shared suffering. But Bill Clinton wasn't the first to discover this. In fact, God knew this all along.",neg,0.7465800642967224
"Unfortunately, meekness isn't a valued quality in our day. The world's philosophy of success says be assertive, no, do more than be assertive, go to the Donald Trump school of success and be aggressive. go for the throat.",neg,0.9972121119499207
"Monica Lewinsky is a name known by many. She is the former White House intern who had a scandalous affair with President Bill Clinton in the late 1990s. Since then, Lewinsky has lived in the shadow of public shame.",pos,0.8216514587402344
"15For this we say unto you by the word of the Lord, that we which are alive and remain unto the coming of the Lord shall not prevent them which are asleep. 16For the Lord himself shall descend from heaven with a shout, with the voice of the archangel, and with the trump of God: and the dead in Christ shall risefirst:17Then we which are alive and remain shall be caught up together with them in the clouds, to meet the Lord in the air: and so shall we ever be with the Lord. Some of the most exciting periods of our lives are times of anticipation.",pos,0.9950364232063293
"Nov 9 - 12,000 still without power- 11/6/12 - An election that for many did not turn out right, Victoria Jackson - The former Saturday Night Live comedienne - I can't stop crying America died. , Donald Trump - We can't let this happen. We should march on Washington and stop this travesty.",neg,0.7335582971572876
". A few weeks ago, President Clinton spent Saturday and Sunday huddling with his lawyers preparing for his grand jury testimony. As I thought about that, it seemed a bit odd.",neg,0.9960087537765503
"We ought to look forward to the coming of Christiii. The Rescue of the Rapture - 1 Thessalonians 4:16-18 - 16For the Lord himself shall descend from heaven with a shout, with the voice of the archangel, and with the trump of God: and the dead in Christ shall rise first: 17Then we which are alive and remain shall be caught up together with them in the clouds, to meet the Lord in the air: and so shall we ever be with the Lord. 18Wherefore comfort one another with these words.",pos,0.9985098242759705
"In this question Justice Roberts is pointing to an eventual conflict that would occur. Solicitor General Donald Verrilli, representing the Obama Administration and his Department of Justice, arguing in favor of nationwide gay marriage responded like this: That is going to depend on how the States work out the balance between their civil rights laws different states could strike different balances. First I want you to notice, he did not say no to the question.",neg,0.9596898555755615
"15 For this we say unto you by the word of the Lord, that we which are alive and remain unto the coming of the Lord shall not prevent them which are asleep. 16 For the Lord himself shall descend from heaven with a shout, with the voice of the archangel, and with the trump of God: and the dead in Christ shall rise first: 17 Then we which are alive and remain shall be caught up together with them in the clouds, to meet the Lord in the air: and so shall we ever be with the Lord. 18 Wherefore comfort one another with these words.",pos,0.9835326671600342
"2 Beloved, now are we the sons of God, and it doth not yet appear what we shall be: but we know that, when he shall appear, we shall be like him; for we shall see him as he is. 1 Th 4:16 - 18 For the Lord himself shall descend from heaven with a shout, with the voice of the archangel, and with the trump of God: and the dead in Christ shall rise first: Then we which are alive and remain shall be caught up together with them in the clouds, to meet the Lord in the air: and so shall we ever be with the Lord. Wherefore comfort one another with these words.",pos,0.9969192743301392
"Jesus began His earthly mission with a search for a team of apprentices, of high level leaders who would form his inner circle and take on the leadership of building His Kingdom after he completed His mission here on earth. As was depicted in the drama sketch, the men Jesus chose were not the type of people who would rise to the top of an Apprentice series to be selected by Donald Trump. Jesus was choosing a team to join Him in building a Kingdom here on earth that would alter the course of human history and stand forever.",neg,0.9638614654541016
"In the past couple of weeks, news reports have come out that Newt Gingrich was having an adulterous affair with one of his staff members while he served as Speaker of the House. Bill Bennett gave a powerful rebuke to those Republicans who were very critical of Bill Clinton's behavior, but refuse to criticize Gingrich's behavior. Bennett, a leader in the Republican Party, said men and women of principle need to be willing to condemn dishonest and immoral behavior no matter in which party it occurs.",pos,0.9668530821800232
"Now, I'm not going to touch the political issues. Whether or not it was wise to vote for Clinton or Gingrich, whether or not they should have been removed from office for what they did, are political questions which I'm not going to try to answer for anyone. But, I will say that the actions of both men have been morally disgusting and disgraceful.",neg,0.9981219172477722
"The polls back this up as 71 of seniors say they are stressed and half of all adults are experiencing anxiety during this election season. On the other end of the age spectrum, according to one study, 1 in 4 millennials would rather the earth get hit by a giant meteor strike than have Donald Trump or Hillary Clinton in the White House. Here are some words that describe what many are feeling fear, anger, disgust, distrust, frustration, embarrassment, and hostility.",neg,0.9906773567199707
"Everything the church does, every energy that it expends, needs to be pointed toward this one thing ... redeeming and completing human beings. To paraphrase Bill Clinton's famous poster, It's the people, stupid. The seductive thing, you see, about church is that it is so easy to get lost in its activities and its traditions.",neg,0.8782415986061096
". Last season's new TV reality show The Apprentice centering around Donald Trump was a big hit. The 58 year old Trump commands an empire of over 100 companies, billions of dollars, and some of the most illustrious buildings in the world.",pos,0.9997007846832275
"Last season's new TV reality show The Apprentice centering around Donald Trump was a big hit. The 58 year old Trump commands an empire of over 100 companies, billions of dollars, and some of the most illustrious buildings in the world. The newest addition to the Trump kingdom is a massive skyscraper under construction in Chicago and that project is being supervised by Bill he winner of the first season of The Apprentice.",pos,0.9995361566543579
"The 58 year old Trump commands an empire of over 100 companies, billions of dollars, and some of the most illustrious buildings in the world. The newest addition to the Trump kingdom is a massive skyscraper under construction in Chicago and that project is being supervised by Bill he winner of the first season of The Apprentice. This season began 10 days ago with a new group of business hopefuls vying for the job of a lifetime.",pos,0.9992056488990784
This season began 10 days ago with a new group of business hopefuls vying for the job of a lifetime. The position: Trump is looking for the right person to come and work with him in a high level role in one of his companies. 18 candidates arrived on the scene for a 15 week job interview.,pos,0.9840424656867981
"They came from all over the country from all walks of life, the best and brightest of what America has to offer: attorneys, stockbrokers, executives, and entrepreneurs. Those who watch the show become acquainted with these candidates and select their own favorites while Trump decides by the process of elimination-- AKA firing candidates each week in the board room--who he will select as one of his inner circle, his leaders, his apprentice. Almost 2000 years ago there was a 30 year old man who had more power and influence than Donald Trump could ever dream of.",pos,0.9901295304298401
"Those who watch the show become acquainted with these candidates and select their own favorites while Trump decides by the process of elimination-- AKA firing candidates each week in the board room--who he will select as one of his inner circle, his leaders, his apprentice. Almost 2000 years ago there was a 30 year old man who had more power and influence than Donald Trump could ever dream of. And he was ready to begin a three year venture of building a Kingdom here on earth that would alter the course of human history and would stand forever.",neg,0.5963932871818542
"Well, that's only true if you're born with four legs and a tail. , I know a God who specializes in change, if you think Obama has change we can believe in, then you haven't seen anything yet. God can change your heart, He can change your mindset, and He can change your direction.",pos,0.9929832220077515
"Division can easily happen in the church. If you can go back to 2016, after Trump defeated Clinton. Most people were in shock.",neg,0.9646556377410889
someone is going to win. Either Biden or Trump. Someone will walk away a winner.,neg,0.9908209443092346
A cartoon in the Houston Chronicle following the election summed up the situation our nation is facing quite well. It depicts a messenger delivering Barack Obama a message. The man said: Mr.,pos,0.9898102283477783
"The man said: Mr. Obama, I have good news and I have bad news. Barack asked what the good news was, to which the messenger replied: You've been elected president.",neg,0.9683635234832764
"For this we say unto you by the world of the Lord, that we which are alive and remain unto the coming of the Lord shall not prevent precede them which are asleep. For the Lord himself shall descend from heaven with a shout, with the voice of the archangel, and with the trump of God: and the dead in Christ shall rise first: then we which are alive and remain shall be caught up together with them in the clouds, to meet the Lord in the air: and so shall we ever be with the Lord. Wherefore comfort one another with these words.",pos,0.993462324142456
"Angels play an important part in the Last Days, when we are raptured into the presence of the Lord and raised with the dead in Christ, translated into the presence of Christ. At the trump of God the shout and the voice of the archangel of God. When we are out of here, we will be attended by angels.",pos,0.9974156618118286
"When we are out of here, we will be attended by angels. We will hear the call of God spoken through the trump of God through the angel of God. We're told in the Great Tribulation period in the book of Revelation You see what I mean.",pos,0.9923105239868164
"For if we believe that Jesus died and rose again, even so them also which sleep in Jesus will God bring with him. For this we say unto you by the word of the Lord, that we which are alive and remain unto the coming of the Lord shall not prevent them which are asleep 16 For the Lord himself shall descend from heaven with a shout, with the voice of the archangel, and with the trump of God: and the dead in Christ shall rise first: Then we which are alive and remain shall be caught up together with them in the clouds, to meet the Lord in the air: and so shall we ever be with the Lord. Wherefore comfort one another with these wordsJohn 11:25Jesus said unto her, I am the resurrection, and the life: he that believeth in me, though he were dead, yet shall he live: 6 We worship him in truth and spiritJohn 4:23-24 But the hour cometh, and now is, when the true worshipers shall worship the Father in spirit and truth: for the Father seeketh such to worship him.",pos,0.9629877209663391
"Success is failure turned inside out, the silver tint of the clouds of doubt, and you never can tell how close you are, It may be near when it seems so far; So stick to the fight when you're hardest hit, It's when things seem worst, that you must not quit. SOURCE: By Clinton Howell from Chicken Soup for the Unsinkable Soul. Copyright 1999 by Jack Canfield and Mark Victor HansenGospel Invitation.",neg,0.9960480332374573
"15For this we say unto you by the word of the Lord, that we which are alive and remain unto the coming of the Lord shall not prevent them which are asleep. 16For the Lord himself shall descend from heaven with a shout, with the voice of the archangel, and with the trump of God: and the dead in Christ shall rise first: 17Then we which are alive and remain shall be caught up together with them in the clouds, to meet the Lord in the air: and so shall we ever be with the Lord. 1 Thes.",pos,0.9797238111495972
"Judges 20 LOOKING TOWARD REVIVALGive background from Judges 19Sounds similar to America today. Last year, President Bush signed a ban, making it illegal to perform partial-birth abortions. The ban has not been enforced during the past year because 3 federal judges agreed to hear constitutional challenges to the ban.",neg,0.9582036137580872
"NEVER, NEVER, NEVER1 Thes. 4:16 For the Lord himself shall descend from heaven with a shout, with the voice of the archangel, and with the trump of God: and the dead in Christ shall rise first: Then we which are alive and remain shall be caught up together with them in the clouds, to meet the Lord in the air: and so shall we ever be with the Lord. Jesus IS coming again.",pos,0.996543824672699
"Either Noah and the people Paul is writing to defied Romans 3:23 or Perfection means something different from what we understandI guess it depends upon what the meaning of the word perfect is. CLIP Bill Clinton saying I guess it all depends on what the definition of what Is Is Today I want to help you to understand what the meaning of perfection isIt is used three different ways in the scripturesThe Perfection OF CHRIST and God The Perfection IN CHRISTThe Perfection LIKE CHRISTThe Perfection OF CHRIST and God We just tend to think of perfection in one way total sinlessnessAs it is applied to Jesus and God that is trueThe scriptures tell us that God is perfect and cannot be tempted to sinJesus, God in the flesh, could be tempted but was without sin. Jesus NEVER SINNED NO ONCE EVERThat is perfect moral perfectionIt belongs to or is true of Jesus and no one elseFor everyone else Romans tells the truth FOR ALL HAVE SINNED God does not expect you or me to have the absolute moral and sinless perfection which Jesus had because he told us it was impossible So there is the PERFECTION OF CHRIST a level of perfection to which you and I will not be heldNext there isThe Perfection IN CHRISTI want to use this donut to help you to understand the biblical concept of the PERFECTION IN CHRISTIs this Donut real.",pos,0.972324013710022
"And, if I hear that one particular phase one more time, I don't know what I will do. You know the Phrase in American politics, -- I'M Barack OBAMA AND I APPROVED THIS MESSAGE or I'M JOHN MCCAIN AND I APPROVED THIS MESSAGE it is a phrase repeated by candidates in political advertisements. Under the Bipartisan Campaign Reform Act candidates are required to appear in ads paid for by their campaigns and to utilize the phrase.",neg,0.9950436353683472
"what it means to be human citation: Cracking the code, Les Sillars, World, 4/29/00. As President Clinton recently said, the completion of this task is the scientific breakthrough of the century, perhaps of all time ibid. To put it very simply, DNA provides the basic building blocks of information for who we are.",pos,0.999658465385437
"00 a weekWears good clothes, buys books regularly Has a nice family, drives a good car and gives 100 a week to the churchHe also stands ready to contribute to every good work that comes alongHe Is 26 years old and has been preaching for 30 yearsHe is tall and short, thin and heavy set, and handsomeHe has one brown eye and one blueHair parted in the middle, left side dark and straight, the right, brown and wavyHe has a burning desire to work with teenagers and spends all his time with older folkHe smiles all the time with a straight faceBecause he has a sense of humor that keeps him seriously dedicated to his workHe makes 15 calls a day on the church membersSpends all his time evangelizing the un-churchedAnd is never out of his office. Notice as we look closely at verse 6-9 how most of the qualifications involve characterNot knowledge or skillA person's lifestyle and relationships provide a window into his or her characterIt is important to have leaders who can effectively preach God's WordBut it is even more important to have leaders who can live out God's Word and be examples for others to followThat's a lot of pressure on me and my familyWe do answer to a higher authorityWe need to live lives of example for this churchAnd we are lousy at itAt least I amBeing a sinner, I cannot be a perfect exampleNo pastor canBut part of surrendering to the ministry is opening yourself up to scrutinyAnd placing your whole life on displayNot only to your church, but to the community as wellIt's a tough jobAnd I pray that we can live up to the taskBut we are to live a life of exampleHave you noticed a difference in the salute given by our military men and women as President Bush walks by. Most folks would not notice anything, but those who have served in the military see it right awayNext time just watch for thisAs President Bush leaves his helicopter or Air Force One, the honor guard will salute first facing the President as he disembarks, turning to face him as he passes by, and then turning again to salute the President's back as he walks awayThough it is a customary courtesy to the Commander-in-Chief, this kind of salute has not been seen for a long time.",pos,0.9981071949005127
"Notice as we look closely at verse 6-9 how most of the qualifications involve characterNot knowledge or skillA person's lifestyle and relationships provide a window into his or her characterIt is important to have leaders who can effectively preach God's WordBut it is even more important to have leaders who can live out God's Word and be examples for others to followThat's a lot of pressure on me and my familyWe do answer to a higher authorityWe need to live lives of example for this churchAnd we are lousy at itAt least I amBeing a sinner, I cannot be a perfect exampleNo pastor canBut part of surrendering to the ministry is opening yourself up to scrutinyAnd placing your whole life on displayNot only to your church, but to the community as wellIt's a tough jobAnd I pray that we can live up to the taskBut we are to live a life of exampleHave you noticed a difference in the salute given by our military men and women as President Bush walks by. Most folks would not notice anything, but those who have served in the military see it right awayNext time just watch for thisAs President Bush leaves his helicopter or Air Force One, the honor guard will salute first facing the President as he disembarks, turning to face him as he passes by, and then turning again to salute the President's back as he walks awayThough it is a customary courtesy to the Commander-in-Chief, this kind of salute has not been seen for a long time. Why.",neg,0.9936477541923523
"Brian Birdwell, who was badly burned in the Pentagon attack. The President walked in, stood by Brian's bedside, asked Brian how he was doingTold him that he was very proud of him and his wifeAnd that they were his heroesThe President then saluted BrianNow, at this point in time, Brian is bandaged up pretty wellHis hands are burned very badly as well as the back of him from the head downHis movements were very restrictedUpon seeing the President saluting him, Brian began to slowly return the saluteTaking about 15-20 seconds to get his hand up to hisheadDuring all of this, 15-20 seconds, President Bush never moved, never dropped his saluteThe President dropped his salute only when Brian was finished with his, and then gave his wife a huge hug for what also probably seemed like an eternityAs a note to those of you who might not be familiar with military protocolThe subordinate normally initiates a salute and will holdit until the superior officer returns the saluteIn the above incident, President Bush acted in the role of theSubordinate to show his respect and high regard for the injured manHe set a great exampleIn order to be an example, you have to have someone who is following that exampleThat someone is youNow by no means should you follow my examplePlease noBut you should follow the example laid out in scripture The Bible saysBlameless - not implying sinless perfectionBut a life that is beyond legitimate accusation and public scandalNot overbearing, not quick-tempered, not given to drunkenness, not violent, not pursuing dishonest gainAll of these are pretty self-explanatoryMust be hospitable - a lover of strangersMust love what is goodBe self-controlled, upright, Holy and disciplinedIf those are the things I as your pastor am supposed to portrayAnd I am an example to youYou are expected to live a life blameless as wellFor as we move into chapter 2Paul begins to write about Right living in the churchPaul instructs Titus to instruct the older men and women in how they to can be examples within the churchHaving people of all ages in the church makes it strongBut it also brings potential for problemsPaul gives Titus counsel on how to help various groups of peopleThe older people should teach the younger by words an by exampleHow in the world can these young people learn unless the older generation teaches themYou older folks now are benefiting from what you gleaned from the generations before youThat is how most things workWho taught you how to fish. Hunt.",neg,0.9960107803344727
"15 For this we say unto you by the word of the Lord, that we which are alive and remain unto the coming of the Lord shall not prevent them which are asleep. 16 For the Lord himself shall descend from heaven with a shout, with the voice of the archangel, and with the trump of God: and the dead in Christ shall rise first: 17 Then we which are alive and remain shall be caught up together with them in the clouds, to meet the Lord in the air: and so shall we ever be with the Lord. 18 Wherefore comfort one another with these words.",pos,0.9835326671600342
"He was not a nice fellow. If you are a Democrat, your idea of a bad leader may be Richard Nixon; or if you are a Republican, your idea of a bad leader may be Bill Clinton. But Nero was probably one hundred times worse, a thousand times worse than either of them.",neg,0.999602735042572
"B. Following this bold tradition President Bush made the following proclamation concerning thanksgiving on November 21, 2008:Thanksgiving is a time for families and friends to gather together and express gratitude for all that we have been given, the freedoms we enjoy, and the loved ones who enrich our lives. We recognize that all of these blessings, and life itself, come not from the hand of man but from Almighty God.",pos,0.9997242093086243
"Are you experiencing sanctification, becoming more and more like Jesus. Do you look forward to the hope of that day when we shall rise, when the trump of God shall sound. Will you be part of that glorious resurrection morning.",pos,0.9996825456619263
We are awaiting our recall to our home country. Occupy until He comes and delivers that message personally with the sound of the trump and the voice of the archangel. Maranatha.,pos,0.9989933371543884
"NLT As a new presidential administration starts in January 2009, one thing will stay the same there will be people looking for every mistake that is made to magnify it. President-elect Obama will make mistakes because he is a human being. He will sometimes take bad advice sometimes get wrong information sometimes simply choose the wrong option.",neg,0.9970430731773376
"These card-carrying, bomb-carrying fundamentalists are gaining a tighter grip on Muslims around the world and this is why fighting terrorism is the highest responsibility that every nation has at this time. On September 20, 2001 President Bush addressed Congress and the nation and in it he said Great harm has been done to us I will not forget this wound to our country or those who inflicted it. I will not yield, I will not rest, I will not relent in waging this struggle for freedom and security for the American people the course of this conflict is not known; yet its outcome is certain.",pos,0.9807656407356262
"I hear religious scholars say, Islam is a peaceful religion. I heard President Bush recently say, Islam is a godly religion that has been hijacked. I respectfully disagree.",pos,0.9726014733314514
"But do this with gentleness and respect, If the world cannot specifically attack us for what we do for even the world recognizes and acknowledges and respects kindness and generosity and gentleness and truthfulness they will attack us for who we are and what we believe. Somehow or another they will trump up charges against us and want to know why we do what we do and live the way we live. Jesus said, I am the way and the truth and the life.",pos,0.9992284774780273
", I didn't have anything to do with the negatives. , I didn't vote for Obama. , I didn't participate in the ugliness.",neg,0.9725759029388428
", Tonight I want us to devise a, Post Election Prayer Guide, to help us pray in the coming days for our nation, I want us to come up with things to pray for, in 5 different categories, Then we're going to split up into groups, and pray for each of those categories OR , Then I'm going to ask volunteers, to pray aloud for each of the categories, Then we're going to post the Prayer Guide, on the Church Email Prayer Chain, and encourage people to, pray in this direction in the coming days, For each of our categories,, let's start by reading some Scripture,, and then we'll kick around some ideas, for things we can pray for in that category, 5 Categories of Intercession1. President Bush, I want to start with a passage from 1 Timothy 2:1-21 I urge you, first of all, to pray for all people. Ask God to help them; intercede on their behalf, and give thanks for them.",pos,0.5080512762069702
"2 Pray this way for kings and all who are in authority so that we can live peaceful and quiet lives marked by godliness and dignity. 1 Timothy 2:1-2 NLT , What are some things based on this Scripture, and based on what you know about President Bush,, and based on what you know happens, after a president leaves office,, that we could pray about. , Ability to facilitate a smooth transition of power, Pray for his health and mental well being, Pray for the toll taken on his family over 8 years, Pray for his Godly influence on national and global issues in the years to come, Pray for him to continue growing in his faith2.",pos,0.7527766227722168
", Ability to facilitate a smooth transition of power, Pray for his health and mental well being, Pray for the toll taken on his family over 8 years, Pray for his Godly influence on national and global issues in the years to come, Pray for him to continue growing in his faith2. President-Elect Obama Everyone must submit to governing authorities. For all authority comes from God, and those in positions of authority have been placed there by God.",pos,0.996441662311554
"Proverbs 8:15, What are some things based on our Scripture, and based on what you know about Mr. Obama, that we should be in prayer about. , That he would glorify God in the way he leads our country, That God would give him the wisdom and knowledge he needs, That he would allow himself to be guided by God, That he would seek God as he makes decisions, That he would be fair and just as he leads, That he would discourage moral rot within our nation, That he would appoint judges who reflect Godly character and judge fairly3.",pos,0.5986703038215637
"2 Pray this way for kings and all who are in authority so that we can live peaceful and quiet lives marked by godliness and dignity. 1 Timothy 2:1-2 NLT What are some things based on this Scripture and based on what you know about President Bush, and based on what you know happens after a president leaves office, that we could pray about. , _____________________________________________________________, _____________________________________________________________, _____________________________________________________________, _____________________________________________________________, _____________________________________________________________2.",neg,0.989661693572998
", _____________________________________________________________, _____________________________________________________________, _____________________________________________________________, _____________________________________________________________, _____________________________________________________________2. President-Elect Obama Everyone must submit to governing authorities. For all authority comes from God, and those in positions of authority have been placed there by God.",neg,0.9224279522895813
"Proverbs 8:15What are some things based on our Scripture and based on what you know about Mr. Obama that we should be in prayer about. , _____________________________________________________________, _____________________________________________________________ , _____________________________________________________________, _____________________________________________________________, _____________________________________________________________3.",neg,0.9753772020339966
"A musician spends 3/4ths of a song talking about sinful living and in the middle somewhere puts Jesus or church and people of faith bless it and say he or she is Christian. Recently at a fundraiser, president Obama introduced Bruce Springsteen and Jazee as entertainers who represent what America has become. Jazee's song I don't call it music was filled with filth, the N word, the F word, replace B word with Mitt, talked about Ho's and this is a Presidential fundraiser, with people who represent what America has become.",neg,0.7248716950416565
"Last week we began this brief series I've entitled The Apprentice: The Type of Person God Chooses. The Apprentice is of course the TV reality show centered around Donald Trump in which 18 candidates arrive on scene for a 15 week job interview. They are put through all kinds of challenges, situations and competitions so that Trump through the process of elimination known as firing in the board room each week selects one to be his apprentice to work with him in building his Trump kingdom.",neg,0.9094061851501465
"The Apprentice is of course the TV reality show centered around Donald Trump in which 18 candidates arrive on scene for a 15 week job interview. They are put through all kinds of challenges, situations and competitions so that Trump through the process of elimination known as firing in the board room each week selects one to be his apprentice to work with him in building his Trump kingdom. Last seasons show was such a big hit that they began a new season three weeks ago.",pos,0.8802372217178345
Last seasons show was such a big hit that they began a new season three weeks ago. But we are not here to talk about a TV show or Trump's huge empire or ego. We are here to talk about another man who has more power and influence than Donald Trump could ever dream of.,neg,0.8991730809211731
But we are not here to talk about a TV show or Trump's huge empire or ego. We are here to talk about another man who has more power and influence than Donald Trump could ever dream of. Almost 2000 years ago Jesus of Nazareth began a three year venture of building a Kingdom here on earth that would alter the course of human history and would stand forever.,pos,0.9930427074432373
"But for it to be right and wrong, we have to have a will, and we have to be able to choose between the two From ElightenNext Magazine, The God we believe in is the God of all peoples. Muslims worship Him, as do Jews and Mormons, as do Orthodox Christians, Catholics, and Protestants From the Obama/Biden page, Walter and NE Castings,A. Background to passage: this is the conclusion to Paul's message to the Areopagus on Mars Hill.",pos,0.6707130670547485
"After all, who is telling the truth. Is McCain. Is Obama.",pos,0.8791068196296692
"Is McCain. Is Obama. It seems to me, elections have developed into who is a better expert in spinning the truth.",neg,0.9579300880432129
