"name","sentiment","score","text"
"Bill Clinton","neg","0.970301628112793","But I am afraid that our kids are growing up in a culture where the concept of Integrityhas been so abused and hidden that it is difficult to either find or recognize. Context President Bill Clinton scandals Our political leaders have abused this fundamental principle and become an embarrassment in many cases. In some instances, our church leaders have abused thisprinciple."
"Bill Clinton","neg","0.96867036819458","Many thought that he loved women and he and his wife Hillary had people killed. Bill Clinton's election was called dirty tactics. Then the 43 George W."
"Bill Clinton","neg","0.9656077027320862","Then we see William J. Bill Clinton. Many thought that he loved women and he and his wife Hillary had people killed."
"Bill Clinton","neg","0.9602751135826112","He was not a nice fellow. If you are a Democrat, your idea of a bad leader may be Richard Nixon; or if you are a Republican, your idea of a bad leader may be Bill Clinton. But Nero was probably one hundred times worse, a thousand times worse than either of them."
"Bill Clinton","neu","0.9216155409812928","Either Noah and the people Paul is writing to defied Romans 3:23 or Perfection means something different from what we understandI guess it depends upon what the meaning of the word perfect is. CLIP Bill Clinton saying I guess it all depends on what the definition of what Is Is Today I want to help you to understand what the meaning of perfection isIt is used three different ways in the scripturesThe Perfection OF CHRIST and God The Perfection IN CHRISTThe Perfection LIKE CHRISTThe Perfection OF CHRIST and God We just tend to think of perfection in one way total sinlessnessAs it is applied to Jesus and God that is trueThe scriptures tell us that God is perfect and cannot be tempted to sinJesus, God in the flesh, could be tempted but was without sin. Jesus NEVER SINNED NO ONCE EVERThat is perfect moral perfectionIt belongs to or is true of Jesus and no one elseFor everyone else Romans tells the truth FOR ALL HAVE SINNED God does not expect you or me to have the absolute moral and sinless perfection which Jesus had because he told us it was impossible So there is the PERFECTION OF CHRIST a level of perfection to which you and I will not be heldNext there isThe Perfection IN CHRISTI want to use this donut to help you to understand the biblical concept of the PERFECTION IN CHRISTIs this Donut real."
"Bill Clinton","neu","0.81081622838974","I like to play golf. Hillary Clinton has been dealing with scandals concerning her husband for years. Bill Clinton has been publicly accused by several women of sexual misconduct."
"Bill Clinton","neu","0.7596357464790344","These politicians discovered as so many have that people vote their pocketbook. -Bill Clinton won the Presidency twice with the motto It's the economy stupid. -In George Bush's online Agenda for America the first three chapters of his agenda deal with money issues like tax cuts, better jobs, education help, health insurance, small business help."
"Bill Clinton","neu","0.7551062107086182","In the past couple of weeks, news reports have come out that Newt Gingrich was having an adulterous affair with one of his staff members while he served as Speaker of the House. Bill Bennett gave a powerful rebuke to those Republicans who were very critical of Bill Clinton's behavior, but refuse to criticize Gingrich's behavior. Bennett, a leader in the Republican Party, said men and women of principle need to be willing to condemn dishonest and immoral behavior no matter in which party it occurs."
"Bill Clinton","neu","0.7452341318130493","He was an expert at manipulating words to his favor. George Stephanopoulos, now an ABC news analyst was the Director of Communications for Bill Clinton's White House. When reporters hounded him about Clintonian lies, Stephanopoulos accused them of an excess of literalism."
"Bill Clinton","pos","0.9765481352806092","A good teacher inspires a thirst for learning that lasts a lifetime. Bill Clinton said that on August 5, 1993 during a ceremony honoring inductees into the teacher's Hall of Fame. Henry Brooks Adams said, Teachers affect eternity, they can never know the full range of their influence."
"Bush","neg","0.9707175493240356","When their breath departs, they return to the earth; on that very day their plans perish. In the words of one of my colleagues from a blog post this week, Donald Trump and Hillary Clinton are not gods. And I might add that neither is Barack Obama, or the Bushes, or any others."
"Bush","neg","0.9696049690246582","DISAPPOINTMENT1. Everyone hailed Barack Obama as the Savior from the problems of the Bush Admin. ; and now they hail Mitt Romney as the Savior from the problems of the Obama Administration."
"Bush","neg","0.9617220163345336","What do we do with a 20 trillion debt. The Obama administration is the worst culprit; but the Bush administration stacked it up as well. The tendency is to just keep kicking the can down the road until there is no place else to kick it."
"Bush","neg","0.9351083040237428","Bush was followed by BARRACK H. OBAMA, and Joe Biden. Seems evil reports follow Obama from the first."
"Bush","neg","0.9243459701538086","In the words of one of my colleagues from a blog post this week, Donald Trump and Hillary Clinton are not gods. And I might add that neither is Barack Obama, or the Bushes, or any others. But this fellow pastor goes on, The DNC and GOP are not your community."
"Bush","neu","0.9596366286277772","President. And if President Bush were to act lordly with his father, the elder Bush would remind him just who is father and who is son. But not David with this son."
"Bush","neu","0.9448010325431824","When I read about this, I thought it's a point of light. Do you remember how President George Bush sr. used this phrase in his speeches."
"Bush","neu","0.935360550880432","Let me end by relating a story I came across while I was researching for this message. I've heard that when President Bush was governor of Texas he had to deal with a lot of conflict. He came into office with a legislature that was in the opposite party."
"Bush","neu","0.9341568350791932","1 We must seek God's Will first - and everything else will fall in line2 We must seek God's Heart first - and everything else will fall in line3 We must seek God's Kingdom first - and everything else will fall in lineb What then, should be the issues you voted on in this election. 1 Kerry was for abortion, homosexual marriage, homosexual rights2 Bish against abortion, homosexual marriage, homosexual rights 73 of voters who voted on moral issues voted for George Bush CNN NPR 78 of Christians voted for George Bush FOX News 1 woman and 1 man as marriage was affirmed in all 11 states it was an issuec God does not care about the economy or missing WMDs or anything of the sort. God cares about the moral fabric of our nation and that moral fabric was up for election this past Tuesday."
"Bush","neu","0.9283815622329712","Thomas was pastor of Pilgrim Missionary Baptist Church, which saw its building in New Orleans flooded following Hurricane Katrina. The church did not have flood insurance and received a 252,000 federal disaster loan and a 35,000 grant from the Bush-Clinton Katrina fund. Prosecutors said Thomas deposited the 35,000 into a bank account he controlled, along with the initial 10,000 loan payment."
"Bush","pos","0.9866597652435304","B. Following this bold tradition President Bush made the following proclamation concerning thanksgiving on November 21, 2008:Thanksgiving is a time for families and friends to gather together and express gratitude for all that we have been given, the freedoms we enjoy, and the loved ones who enrich our lives. We recognize that all of these blessings, and life itself, come not from the hand of man but from Almighty God."
"Bush","pos","0.9690039157867432","I have always respected George Bush and prayed for his leadership of our country. And if and when Barack Obama is sworn is as president, I will show respect and pray for his leadership of our country as well. And I trust you will too."
"Bush","pos","0.933276355266571","00 a weekWears good clothes, buys books regularly Has a nice family, drives a good car and gives 100 a week to the churchHe also stands ready to contribute to every good work that comes alongHe Is 26 years old and has been preaching for 30 yearsHe is tall and short, thin and heavy set, and handsomeHe has one brown eye and one blueHair parted in the middle, left side dark and straight, the right, brown and wavyHe has a burning desire to work with teenagers and spends all his time with older folkHe smiles all the time with a straight faceBecause he has a sense of humor that keeps him seriously dedicated to his workHe makes 15 calls a day on the church membersSpends all his time evangelizing the un-churchedAnd is never out of his office. Notice as we look closely at verse 6-9 how most of the qualifications involve characterNot knowledge or skillA person's lifestyle and relationships provide a window into his or her characterIt is important to have leaders who can effectively preach God's WordBut it is even more important to have leaders who can live out God's Word and be examples for others to followThat's a lot of pressure on me and my familyWe do answer to a higher authorityWe need to live lives of example for this churchAnd we are lousy at itAt least I amBeing a sinner, I cannot be a perfect exampleNo pastor canBut part of surrendering to the ministry is opening yourself up to scrutinyAnd placing your whole life on displayNot only to your church, but to the community as wellIt's a tough jobAnd I pray that we can live up to the taskBut we are to live a life of exampleHave you noticed a difference in the salute given by our military men and women as President Bush walks by. Most folks would not notice anything, but those who have served in the military see it right awayNext time just watch for thisAs President Bush leaves his helicopter or Air Force One, the honor guard will salute first facing the President as he disembarks, turning to face him as he passes by, and then turning again to salute the President's back as he walks awayThough it is a customary courtesy to the Commander-in-Chief, this kind of salute has not been seen for a long time."
"Bush","pos","0.9300400614738464","After years of faithful service, his efforts began to really make difference, not only in the lives of children but in the community as well. Due to the success of Metro's programs, President George Bush, Sr. appointed Pastor Bill to serve on the National Commission on America's Urban Families in 1991."
"Bush","pos","0.8178919553756714","3. Many great Americans of the past and came from wealthy families: George Washington, John Adams, Thomas Jefferson, John F Kennedy, George Bush. Now there are exceptions and sometimes, a rail splitter becomes president, but that's rare."
"Clinton","neg","0.9724538922309875","C. surrounded by officials and President Bill Clinton she declared I feel that the greatest destroyer of peace today is abortion. It is a direct war against the child, a direct killing of an innocent child."
"Clinton","neg","0.9707175493240356","When their breath departs, they return to the earth; on that very day their plans perish. In the words of one of my colleagues from a blog post this week, Donald Trump and Hillary Clinton are not gods. And I might add that neither is Barack Obama, or the Bushes, or any others."
"Clinton","neg","0.970301628112793","But I am afraid that our kids are growing up in a culture where the concept of Integrityhas been so abused and hidden that it is difficult to either find or recognize. Context President Bill Clinton scandals Our political leaders have abused this fundamental principle and become an embarrassment in many cases. In some instances, our church leaders have abused thisprinciple."
"Clinton","neg","0.96867036819458","Many thought that he loved women and he and his wife Hillary had people killed. Bill Clinton's election was called dirty tactics. Then the 43 George W."
"Clinton","neg","0.9656077027320862","Then we see William J. Bill Clinton. Many thought that he loved women and he and his wife Hillary had people killed."
"Clinton","neu","0.9403938055038452","THE FORGIVEN FOREBEAR COLOSSIANS 3:12-14 It's been alleged that the Republican party will spend 150,000 on Vice Presidential candidate Sarah Palin's wardrobe and makeup. Senator Hillary Clinton's pantsuits were donated to her. They cost 6,200."
"Clinton","neu","0.9283815622329712","Thomas was pastor of Pilgrim Missionary Baptist Church, which saw its building in New Orleans flooded following Hurricane Katrina. The church did not have flood insurance and received a 252,000 federal disaster loan and a 35,000 grant from the Bush-Clinton Katrina fund. Prosecutors said Thomas deposited the 35,000 into a bank account he controlled, along with the initial 10,000 loan payment."
"Clinton","neu","0.922058403491974",". A few weeks ago, President Clinton spent Saturday and Sunday huddling with his lawyers preparing for his grand jury testimony. As I thought about that, it seemed a bit odd."
"Clinton","neu","0.9216155409812928","Either Noah and the people Paul is writing to defied Romans 3:23 or Perfection means something different from what we understandI guess it depends upon what the meaning of the word perfect is. CLIP Bill Clinton saying I guess it all depends on what the definition of what Is Is Today I want to help you to understand what the meaning of perfection isIt is used three different ways in the scripturesThe Perfection OF CHRIST and God The Perfection IN CHRISTThe Perfection LIKE CHRISTThe Perfection OF CHRIST and God We just tend to think of perfection in one way total sinlessnessAs it is applied to Jesus and God that is trueThe scriptures tell us that God is perfect and cannot be tempted to sinJesus, God in the flesh, could be tempted but was without sin. Jesus NEVER SINNED NO ONCE EVERThat is perfect moral perfectionIt belongs to or is true of Jesus and no one elseFor everyone else Romans tells the truth FOR ALL HAVE SINNED God does not expect you or me to have the absolute moral and sinless perfection which Jesus had because he told us it was impossible So there is the PERFECTION OF CHRIST a level of perfection to which you and I will not be heldNext there isThe Perfection IN CHRISTI want to use this donut to help you to understand the biblical concept of the PERFECTION IN CHRISTIs this Donut real."
"Clinton","neu","0.9025651216506958","Ronald Regan. Hillary Clinton. Donald Trump."
"Clinton","pos","0.9765481352806092","A good teacher inspires a thirst for learning that lasts a lifetime. Bill Clinton said that on August 5, 1993 during a ceremony honoring inductees into the teacher's Hall of Fame. Henry Brooks Adams said, Teachers affect eternity, they can never know the full range of their influence."
"Clinton","pos","0.9161629676818848","what it means to be human citation: Cracking the code, Les Sillars, World, 4/29/00. As President Clinton recently said, the completion of this task is the scientific breakthrough of the century, perhaps of all time ibid. To put it very simply, DNA provides the basic building blocks of information for who we are."
"Clinton","pos","0.7737078070640564","That role is saved for one Our savior. His name isn't Donald Trump or Hillary Clinton. As Christians we believe His name is Jesus."
"Clinton","pos","0.7221788167953491","Again, Gods answer was more about the how than just the what. Bobby Clinton wrote a book several years ago called The Making of a Leader. In this book he goes through the formative steps that God uses, the processes that God engages in, in making someone into a leader."
"Clinton","pos","0.6585707664489746","d. When they arrived at the White House and began the tour, Clinton spotted Bubba in the group and motioned for him and his boss to come over. Clinton said, Bubba, what a surprise, I'm really busy, but not too busy to have a cup of coffee first and catch up."
"Hillary Clinton","neg","0.9707175493240356","When their breath departs, they return to the earth; on that very day their plans perish. In the words of one of my colleagues from a blog post this week, Donald Trump and Hillary Clinton are not gods. And I might add that neither is Barack Obama, or the Bushes, or any others."
"Hillary Clinton","neg","0.9394495487213136","The polls back this up as 71 of seniors say they are stressed and half of all adults are experiencing anxiety during this election season. On the other end of the age spectrum, according to one study, 1 in 4 millennials would rather the earth get hit by a giant meteor strike than have Donald Trump or Hillary Clinton in the White House. Here are some words that describe what many are feeling fear, anger, disgust, distrust, frustration, embarrassment, and hostility."
"Hillary Clinton","neg","0.9256693124771118","83 a year after taxes. Those opposed to Hillary Clinton will point out that as a First Lady, Senator, and Secretary of State she never accomplished anything. Many accuse her of having an open marriage, allowing her husband the freedom to have affairs."
"Hillary Clinton","neg","0.9243459701538086","In the words of one of my colleagues from a blog post this week, Donald Trump and Hillary Clinton are not gods. And I might add that neither is Barack Obama, or the Bushes, or any others. But this fellow pastor goes on, The DNC and GOP are not your community."
"Hillary Clinton","neg","0.8255060911178589","Hillary Clinton has been dealing with scandals concerning her husband for years. Bill Clinton has been publicly accused by several women of sexual misconduct. Juanita Broaddrick has accused Clinton of rape; Kathleen Willey has accused Clinton of groping her without consent; and Paula Jones accuses Clinton of exposing himself and sexually harassing her."
"Hillary Clinton","neu","0.9403938055038452","THE FORGIVEN FOREBEAR COLOSSIANS 3:12-14 It's been alleged that the Republican party will spend 150,000 on Vice Presidential candidate Sarah Palin's wardrobe and makeup. Senator Hillary Clinton's pantsuits were donated to her. They cost 6,200."
"Hillary Clinton","neu","0.9025651216506958","Ronald Regan. Hillary Clinton. Donald Trump."
"Hillary Clinton","neu","0.9025651216506958","Ronald Regan. Hillary Clinton. Donald Trump."
"Hillary Clinton","neu","0.8629034757614136","The word literally means someone who is sent on a mission. Think Hillary Clinton, Condoleeza Rice, Henry Kissinger - someone who travels and conducts business on behalf of another. Paul knew that God had a job for him to do."
"Hillary Clinton","neu","0.8490884900093079","Of all the allegations made against him regarding his sexual history, Clinton has only admitted extramarital relationships with Monica Lewinsky and Gennifer Flowers, although he settled the suit brought by Paula Jones for 850,000. While Hillary Clinton is being publicly demeaned for standing by her man, in the back ground was a young daughter being exposed to all this negative media attention. In a recent interview she was quoted as saying, Candidly, I don't remember a time in my life when my parents and my family weren't being attacked."
"Hillary Clinton","pos","0.7737078070640564","That role is saved for one Our savior. His name isn't Donald Trump or Hillary Clinton. As Christians we believe His name is Jesus."
"Hillary Clinton","pos","0.5362338423728943","Even the church has become divided with some denominations leaning strongly toward one or the other. The Sun Sentinel ran an editorial listing 5 reasons to vote for Hillary Clinton. , Hillary has the depth of knowledge and breadth of foreign policy experience to reassure our allies and make our enemies worry."
"Kerry","neg","0.5503225326538086","BECAUSE they both want the same job. LISTEN no one expects John Kerry and George Bush to become really good friends over the next 5 months I guarantee you that will see no picture on CNN or Fox News of Bush and Kerry grilling out steaks together or hanging out at each other's house. UNDERSTAND - Jonathan was in line to be the next king."
"Kerry","neu","0.9341568350791932","1 We must seek God's Will first - and everything else will fall in line2 We must seek God's Heart first - and everything else will fall in line3 We must seek God's Kingdom first - and everything else will fall in lineb What then, should be the issues you voted on in this election. 1 Kerry was for abortion, homosexual marriage, homosexual rights2 Bish against abortion, homosexual marriage, homosexual rights 73 of voters who voted on moral issues voted for George Bush CNN NPR 78 of Christians voted for George Bush FOX News 1 woman and 1 man as marriage was affirmed in all 11 states it was an issuec God does not care about the economy or missing WMDs or anything of the sort. God cares about the moral fabric of our nation and that moral fabric was up for election this past Tuesday."
"Kerry","neu","0.7887147068977356","-One of the candidates answered with a very strong religious statement. It wasn't George Bush because he answered, I don't know -It was Senator John Kerry who said - We're all God's children, he said. And I think if you were to talk to Dick Cheney's daughter, who is a lesbian, she would tell you that she's being who she was."
"Kerry","pos","0.7828187942504883","What all the news commentators seemed to find noteworthy was how civilized our country is when it comes to elections. When it was all over John Kerry called President bush and conceded the election. He admitted defeat and wished him well."
"Kerry","pos","0.76466965675354","The nice thing about America is that there is not going to be a Civil War now. President Bush is not going to get revenge on these people who voted against him, and the Kerry supporters aren't going to start a rebellion. They may complain and lobby against his decisions - and they probably will."
"Kerry","pos","0.6457491517066956","When you watch reality television shows like the Apprentice or Survivor - you can see people that are full of confidence. In the recent presidential debates you can tell that neither George Bush or John Kerry are lacking confidence. There's lots of confident people in the world."
"McCain","neg","0.9431771636009216","FinancesWe have a financial system that cannot seem to find its footing. Homes are being foreclosed onRetirement savings have been decimatedJobs are being lost by the thousandsThe Cost of living continues to riseThis is not only in America, but across much of the worldAdministration changeWe are in for a change of administration for sureWe are certain to have a president that scares a lot of people, whether that is John McCain or Barack Obama. Societal changesWe live in a different society that we did 10 years ago."
"McCain","neg","0.8891829252243042","Many people today are afraid of what will happen this Tuesday. O Lord ... what will happen if Obama is elected. O Lord ... what will happen if McCain is elected."
"McCain","neg","0.8260552287101746","They were also filled with tears, but they had the tears of heartbreak and the emptiness of those who have been abandoned. I am among those who voted for McCain. I voted for him simply because Obama condoned too many things God has already condemned, such as; the murder of babies and the acceptance of homosexual marriages, which God has only ordained to the man and woman."
"McCain","neg","0.8254497051239014","I am among those who voted for McCain. I voted for him simply because Obama condoned too many things God has already condemned, such as; the murder of babies and the acceptance of homosexual marriages, which God has only ordained to the man and woman. But the die has been cast, and the winner has been declared."
"McCain","neg","0.7649434804916382","Obviously I couldn't finish it until I knew who won the election. Friends, this message is my effort, and would have been virtually identical had John McCain won the election, to see the hate stop among our citizens but even more among people of faith. I pray that I never see or hear about another situation like Mike and Buddy again."
"McCain","neu","0.9649973511695862","But will he lead us in the direction of God. I heard him say that he wants to work with Senator McCain and Governor Palin. But does he want to bring God into the strategy session."
"McCain","neu","0.935996115207672","After all, who is telling the truth. Is McCain. Is Obama."
"McCain","neu","0.9260263442993164","The political columnist capitalizing on the oft used references to the campaigners' willingness to fight, continued, For a punch to make a difference the punch needs to do something to the target to rattle, to wound, or cause him to counter punch in a self-defeating way. Patrick Healy, McCain Attacks but Obama Steady, New York Times, Politics, October 18, 2008 In our story today the religious leaders are trying to goad Jesus into saying something that would either get him arrested by the Roman governmental authorities or discredit himself with his Jewish community. I believe our text says they were laying a trap for Jesus in which they could get him to say something that would get him arrested."
"McCain","neu","0.8948965072631836","They cost 6,200. John McCain wears 500 shoes. Paul tells us every well-dressed Christian has forgiveness and forbearance as an essential part of his wardrobe."
"McCain","neu","0.8426202535629272","And regardless of who is in power, we need to pray for our leaders. Whether McCain or Obama wins the election, the new president needs our prayers just as President Bush does now. You might say, but what if they are not a good leader."
"McCain","pos","0.943130373954773","Even if we criticize them, we can acknowledge their efforts to serve their country. Senator McCain showed an incredible amount of support which revealed his character during his concession speech. When people started booing that Obama had won, he shut them down and said that response was completely inappropriate."
"McCain","pos","0.9318841695785522","Senator McCain showed an incredible amount of support which revealed his character during his concession speech. When people started booing that Obama had won, he shut them down and said that response was completely inappropriate. Showing support also means taking the time to dig out the facts, which can be extremely challenging with our media."
"McCain","pos","0.9290739893913268","Support our leaders. Senator McCain pointed out that during the election Senator Obama was his rival, but on January 20th, Senator Obama will be his president. That's the case for all of us."
"McCain","pos","0.9219081401824952","John McCain, you are a minister of God. Barack Obama, you are a minister of God. We must look for people to put into office who are moving closer to divine revelation from God."
"McCain","pos","0.8836373686790466","And ultimately, do what is right and do it with love. John McCain on CourageSource: Fast Company magazine's First Impression newsletter 8-2-06 Copied from Preaching Today Courage is like a muscle, the late US Senator John McCain said. The more we exercise it, the stronger it gets."
"Obama","neg","0.9743964076042176","Let's call it for what it is baby killing. And Obama recently signed into law a bill that allowed, not only partial birth abortion but that the baby could be killed if it is alive outside the womb. God says that is an abomination."
"Obama","neg","0.973280668258667","This bad form, bad manners. It would be a little like Obama sending a White House page boy to greet Putin or the Queen of England. 5."
"Obama","neg","0.972602605819702","He was not a nice fellow. If you are a Democrat, your idea of a bad leader may be Donald Trump; or if you are a Republican, your idea of a bad leader may be Barack Obama. But Nero was probably one hundred times worse, a thousand times worse than either of them."
"Obama","neg","0.971720576286316",", I didn't have anything to do with the negatives. , I didn't vote for Obama. , I didn't participate in the ugliness."
"Obama","neg","0.971355676651001","I thought Romney would win in a landslide. With broken promises, high unemployment, economic woes, deficient sky high and the lies and deception of Libya I didn't think there was any way the majority of American's would vote for Obama. I didn't realize how effective his negative campaigning worked and how unaware, uninformed and uneducated the majority of the American public is."
"Obama","neu","0.9741407036781312","I don't know if you've figured out who that interview was with. But it was conducted by a Chicago Sun-Times religion reporter on March 27, 2004 as she sat down in a local coffee shop with then State Senator Barack Obama. Why do I tell you about that."
"Obama","neu","0.9734156727790833","com/Eastman_online_ genealogy/2008/10/sarah-palin-is. html A year ago the Washington Post reported Senator Barack Obama and Vice President Dick Cheney are 9th cousins. Anne E."
"Obama","neu","0.9617592096328736","Proverbs 8:15What are some things based on our Scripture and based on what you know about Mr. Obama that we should be in prayer about. , _____________________________________________________________, _____________________________________________________________ , _____________________________________________________________, _____________________________________________________________, _____________________________________________________________3."
"Obama","neu","0.961043655872345","But over the past decade and a half, each of the 30 states to consider constitutional amendments that would outlaw such unions have adopted the ban from Alaska in 1998 to North Carolina earlier this year. That may change on Election Day, when voters in Maryland, Washington, Maine and Minnesota awash in money, messages and advertisements from both sides of the issue will make their decision on whether to recognize gay marriage It will be the first major test since President Obama in May became the first president to publicly state his support for gay marriage. This week, Obama also personally endorsed ballot measures in Maine, Maryland and Washington state that would legalize gay marriage; he has previously expressed opposition to efforts in Minnesota to pass a constitutional amendment barring same-sex marriage."
"Obama","neu","0.935996115207672","After all, who is telling the truth. Is McCain. Is Obama."
"Obama","pos","0.9911621809005736","Let's honor the king. Barack Obama is our king. He is our president."
"Obama","pos","0.9690039157867432","I have always respected George Bush and prayed for his leadership of our country. And if and when Barack Obama is sworn is as president, I will show respect and pray for his leadership of our country as well. And I trust you will too."
"Obama","pos","0.9649754762649536","A one world movement has been in place for decades, a one world church, a one world economy, and a one world government is right on its heels. Many Americans rejoiced at the news of Obama's victory this week, but they weren't the only ones. Many more around the world are touting him as the President of the World, a major international healer, bringing all together."
"Obama","pos","0.962502419948578","Through both good and bad, our country has survived each. Will President-elect Obama be a good president. Only time will tell."
"Obama","pos","0.9596535563468932","And I do my very best to remember Him through His Son, Jesus Christ, and to focus on Him first and foremost in my life. Let us thank all of our veterans for their courageous service for America, and let us also remember to pray for our leaders, including President-elect Barrack Obama and his staff, that they might find themselves being led by God Almighty in their administration of this blessed nation. This is a time of healing and refocusing on our Lord, not a time of bitterness and negativity."
"Romney","neg","0.971355676651001","I thought Romney would win in a landslide. With broken promises, high unemployment, economic woes, deficient sky high and the lies and deception of Libya I didn't think there was any way the majority of American's would vote for Obama. I didn't realize how effective his negative campaigning worked and how unaware, uninformed and uneducated the majority of the American public is."
"Romney","neg","0.9696049690246582","DISAPPOINTMENT1. Everyone hailed Barack Obama as the Savior from the problems of the Bush Admin. ; and now they hail Mitt Romney as the Savior from the problems of the Obama Administration."
"Romney","neg","0.9687886238098145","I was way off. I thought Romney would win in a landslide. With broken promises, high unemployment, economic woes, deficient sky high and the lies and deception of Libya I didn't think there was any way the majority of American's would vote for Obama."
"Romney","neg","0.9370222091674804","Living with an enemy, or even someone you highly disagree with, would make life unpleasant and stressful, would it not. Imagine being a devoted Democrat and rooming with Romney for a year. Or a staunch Republican living with Obama for a year."
"Romney","neg","0.8986831903457642","Conan O'Brien4. Today Mitt Romney visited a firehouse here in New York City. Of course, he was disappointed when he learned that the firehouse is not where you get to fire people."
"Romney","neu","0.761198878288269","Don't vote for someone because they are male or female or because they are friends of friends - and don't vote for a person based on their political party - vote for people because of the values they stand for. Right now much of the attention has been focused on President Barack Obama and Mitt Romney. And their views are pretty well known - on funding of planned parenthood and their system of promoting abortion, on cloning and stem cells, on defense of marriage legislation - you have two very opposite candidates - Vote your VALUES."
"Romney","neu","0.7146588563919067","David Letterman2. Mitt Romney says he's never paid less than 13 in taxes, which I think is fair because only 13 of his money is in this country. Jay Leno3."
"Romney","neu","0.7125507593154907","Jay Leno 6. Mitt Romney believes that marriage should be between one man and one woman. Which is better than his grandfather, who believed that it should be between one man and five women."
"Romney","neu","0.6731547117233276","Everyone hailed Barack Obama as the Savior from the problems of the Bush Admin. ; and now they hail Mitt Romney as the Savior from the problems of the Obama Administration. But folks, there's only One Savior and His name is NOT Barack or Mitt, His name is Jesus."
"Romney","neu","0.5786140561103821","Imagine being a devoted Democrat and rooming with Romney for a year. Or a staunch Republican living with Obama for a year. Perhaps you would not call each other enemies, but your disagreements would make for some difficult conversations, if you had to communicate."
"Romney","pos","0.68792724609375","This week the Presidential debate between President Obama and Mitt Romeny dominated the media. A lot of poles felt that Romney won the debate. There have been many famous debates over the years."
"Romney","pos","0.5615091323852539",". This week the Presidential debate between President Obama and Mitt Romeny dominated the media. A lot of poles felt that Romney won the debate."
"Trump","neg","0.9780128598213196","Again a pause, Do you know, he added, I cannot, for the life of me, figure out where. Trump's words expose and express the sadness of the people of this world. All the people in Hollywood, all the people in politics, all the people with their big bank accounts don't have the answer or a clue as to what really gives meaning to life."
"Trump","neg","0.976043164730072","What a shame. Some people hate Trump so much that they wish he would die of the Coronavirus. Others hate Biden and make fun of him."
"Trump","neg","0.9755869507789612","The latest scandal just broke where she heard her husband in a private conversation describing horrific descriptions of his treatment of woman after they were married. She has been defamed and muddied at the delight of those who oppose Donald Trump. Trump's daughter has been put into the public eye of humiliation."
"Trump","neg","0.9739919304847716","There was a picture that had been shared of three former first ladies and one picture of Mrs. Trump completely naked. The photo is so bad I would not dream of showing it here."
"Trump","neg","0.972602605819702","He was not a nice fellow. If you are a Democrat, your idea of a bad leader may be Donald Trump; or if you are a Republican, your idea of a bad leader may be Barack Obama. But Nero was probably one hundred times worse, a thousand times worse than either of them."
"Trump","neu","0.9547154307365416","For the entire article, see the reference and link below. 5 Reference: https://www.nytimes.com/2018/02/26/us/billy-graham-franklin-graham-trump.html.4. Finally, religious divisions. I am of Paul, I am of Apollos, I am of Cephas, I am of Christ, 1 Corinthians 1:10-15."
